title,avg_rating,count_rating,w_score,release_date
The Nibelungs Tale 1 Siegfried,3.858842839556832,2437,3.4305106649503334,1966-12-13
Battle Royale,3.4952299722011624,15828,3.4295030820983263,2000-12-16
The Getaway,3.546515561569689,8868,3.429288020489527,1994-02-11
Saw,3.8479056527043514,2459,3.427575704153917,2004-10-01
Turtles Can Fly,3.781509695290859,2888,3.425784677001385,2005-01-07
The Tulse Luper Suitcases Part 1 The Moab Story,3.994456762749446,1804,3.4255110898273693,2003-05-24
The Mummy Returns,3.9493087557603688,1953,3.424886658531144,2001-04-28
A Perfect Murder,3.5701114922813035,6996,3.4241046208400006,1998-06-05
EVA,3.5207853350696183,9983,3.4199270339908168,2011-10-28
Irma la Douce,3.744670542635659,3096,3.4197050975276087,1963-06-04
The Happening,3.8310147299509003,2444,3.419561563489413,2008-06-11
xXx,3.5456551898095596,7929,3.419054229408502,2002-08-09
The Red and the White,3.875569735642662,2194,3.418663218061014,1967-11-03
Beyond Rangoon,3.7219866747425803,3302,3.418533896184031,1995-05-24
Blind Man,3.621479958890031,4865,3.4167790414518158,2012-03-06
Final Fantasy VII Advent Children,3.531293382693198,8644,3.4162840590294326,2005-07-14
Stomp the Yard,3.9101990049751243,2010,3.4160348580412507,2007-05-16
Joshua,3.5149320815021974,10012,3.415804517443427,2007-01-21
Strange Days,3.6585127201565557,4088,3.4157683731683024,1995-10-13
Stitches,3.7310750636132317,3144,3.415615512924077,2012-05-19
Fantastic Voyage,3.4977127172918574,12023,3.415309384131228,1966-08-24
Snakes on a Plane,4.08520027155465,1473,3.4145068558604006,2006-08-06
Big Fish,3.4452618256604968,31605,3.4140532625527777,2003-12-25
The Woman with the 5 Elephants,3.5563422268594427,6709,3.410943334348163,2010-01-09
Summer Storm,3.483084947839046,13420,3.410509326803405,2004-09-02
Straight From the Heart,4.045098039215686,1530,3.4099033902001348,2003-02-09
Don t Look Down,3.473870946349227,15079,3.409511363482481,2008-03-07
Casino,3.5151697042453347,9163,3.409327211592776,1995-11-22
Critters,3.634206219312602,4277,3.4082942105944607,1986-04-11
One on Top of the Other,3.6028018544648255,4961,3.4081436168433834,1969-08-15
The Devil Wears Prada,3.465260841115936,16811,3.4078726533473582,2006-06-30
Bridesmaids,3.9909090909090907,1650,3.407339447818235,2011-04-28
The Murderers Are Among Us,3.82178432221741,2309,3.40631637342101,1946-10-14
Lolita,3.470116214720531,14456,3.4042536770151997,1962-06-13
The 400 Blows,3.5959331588483994,4967,3.404249320594676,1959-05-04
Cinderella Man,3.786230429546367,2491,3.404152628607044,2005-06-02
The Contract,3.5437591776798825,6810,3.404052160531788,2006-04-05
The Karate Kid,3.613041565867605,4547,3.4039116321370306,1984-06-22
The Most Dangerous Game,3.490684375576462,10842,3.4032054473198174,1932-09-16
The Professional,3.611013021408078,4531,3.4023492986351607,1981-10-21
Frances,3.5737272727272726,5500,3.402029470489386,1982-12-03
L A Confidential,3.647679324894515,3792,3.400268007862889,1997-09-19
Dear Frankie,3.597609983079526,4728,3.399641520310326,2004-05-18
The Wrong Trousers,3.5012594458438286,9131,3.3989982139667507,1993-12-17
King Kong vs Godzilla,3.510552824079626,8339,3.3987029825305455,1962-08-11
Sweet Sixteen,3.459492419248517,15170,3.398138249000066,2002-05-21
In the Name of the King A Dungeon Siege Tale,3.722784368457781,2866,3.398089979509959,2007-11-29
Re Animator,3.6915430735247714,3169,3.3979967358599144,1985-10-18
A Friend of Mine,3.7781416291444945,2443,3.3977349164006596,2006-10-05
Sophie Scholl The Final Days,3.641469816272966,3810,3.3976385787791883,2005-02-13
Syndromes and a Century,3.60989010989011,4368,3.39739915180842,2006-08-31
M,3.453599174556931,16476,3.3972885382771705,1931-05-11
In Bar,3.801531728665208,2285,3.3965827942976805,2007-01-01
House of Boys,3.6247837904620708,4047,3.396346893126384,2009-11-20
Backdraft,3.811261261261261,2220,3.3957563533353348,1991-05-24
Idle Hands,3.7626949220311876,2501,3.394971083553653,1999-04-30
Ringu,3.452239092831059,15609,3.393621492749096,1998-01-31
Mystic River,3.6868589743589744,3120,3.3936122428388273,2003-10-07
Hacker,3.6070175438596492,4275,3.393274720894789,2002-01-01
Common Law Cabin,3.840764331210191,2041,3.3931980652756084,1967-07-01
Grizzly Man,3.8289599236641223,2096,3.393175543255114,2005-08-12
The Pink Panther,3.9973474801061006,1508,3.3927131536021906,1963-12-19
Being John Malkovich,3.661917482932621,3369,3.392008021753138,1999-09-30
Basket Case 2,3.9523219814241486,1615,3.391143253148966,1990-03-02
The Wedding Planner,3.491433724075744,8872,3.3898067777003864,2001-01-26
The Grapes of Wrath,3.4475944462382953,15485,3.3894488930642312,1940-03-15
Berlin Symphony of a Great City,3.532491261518907,6294,3.389441207593886,1927-09-23
Shaft s Big Score,3.613619356447992,4009,3.3892243764577805,1972-06-08
Dave Chappelle s Block Party,3.4205731439142726,28649,3.389178063257944,2005-09-12
The Demolitionist,3.755257731958763,2425,3.3872022456726762,1995-03-09
House of 1000 Corpses,3.542463590103527,5699,3.386364617057636,2003-04-11
Rambo III,3.4337145754690406,17749,3.3840488378032765,1988-05-24
Letter from an Unknown Woman,3.945118059987237,1567,3.383590075025181,1948-04-28
The Passion of Joan of Arc,3.397041864691082,57232,3.381777970017479,1928-04-21
Final Fantasy The Spirits Within,3.60302337398374,3936,3.381406316682473,2001-07-02
The Butcher,3.6247555183012015,3579,3.3812171490339664,1970-02-27
Walk the Line,3.5509585289514867,5112,3.380763281936303,2005-09-13
Ocean s Twelve,3.4321167449325327,16823,3.3804621127189045,2004-12-09
Beauty and the Beast,3.400149588631264,44121,3.380454662241308,1946-10-29
Hum Dil De Chuke Sanam,3.945531637312459,1533,3.3799181689519053,1999-06-18
Hidalgo,3.445889101338432,13075,3.3796456382892806,2004-03-05
All the Way Boys,3.398033272240237,42558,3.377830457260898,1972-12-22
The Big Blue,3.5252285513361463,5688,3.3755007353337514,1988-05-11
My Tutor,3.4535741301059,10576,3.3736565304188715,1983-03-04
Qualunquemente,3.7435448577680526,2285,3.3736541585947664,2011-01-21
The Count of Monte Cristo,3.882495457298607,1651,3.3726622320959874,1975-01-10
I Love You to Death,3.4338213436385256,13456,3.371554393071743,1990-04-06
2 Days in Paris,3.7042925278219396,2516,3.371438758642124,2007-02-09
Reservoir Dogs,3.3931413515024085,37573,3.37090235060164,1992-09-02
Son of Frankenstein,4.048571428571429,1225,3.3697492268558613,1939-01-13
The Conversation,3.3848223095109558,53717,3.3693668442267444,1974-04-07
Girl with a Pearl Earring,3.5363139793647584,4943,3.3687740199705383,2003-08-31
The Treasure of the Sierra Madre,4.059865092748735,1186,3.366954282594863,1948-01-24
Secrets of a Soul,3.5673170731707318,4100,3.366914147289557,1926-03-24
24 Hour Party People,3.710548346588531,2389,3.3667934744828036,2002-02-13
A Shot in the Dark,3.6674000733406675,2727,3.3665561747182737,1964-06-23
The Crowd,3.8211314475873546,1803,3.3664047446925385,1928-02-18
High and Dizzy,3.559568924680246,4222,3.3658431597096135,1920-07-11
The Tailor of Panama,3.9318497913769126,1438,3.365033588484415,2001-02-11
Lord of Illusions,3.812637362637363,1820,3.3649502524911434,1995-08-25
Curtains,3.5954816709292414,3519,3.364443966987143,1983-03-04
Dirty Hands,3.56414676188131,4061,3.364175444973717,1975-01-01
Ben Hur,3.955677655677656,1365,3.363211626674784,1959-12-26
Lassie Come Home,3.8484573502722323,1653,3.361928315008828,1943-10-07
Mr Deeds,3.6262776129244974,3033,3.3615512428276393,2002-06-28
Lethal Weapon 3,3.8076280623608016,1796,3.36121831670147,1992-05-15
Downfall,3.63745227351614,2881,3.3602893662055964,2004-09-08
Dry Cleaning,3.6733333333333333,2550,3.3602489578886523,1997-09-24
Run Lola Run,3.396511627906977,21500,3.359500062082894,1998-08-20
Basquiat,3.892929292929293,1485,3.3587757394728524,1996-08-09
Fried Green Tomatoes,3.664285714285714,2590,3.3584556776500603,1991-12-27
The Living Daylights,3.4033192048235925,16751,3.3564506763063817,1987-06-29
Bill Ted s Bogus Journey,3.8702490170380077,1526,3.3562438048702012,1991-07-19
Union Station,3.824461722488038,1672,3.355951188913128,1950-10-04
Romeo and Juliet,3.581378511439328,3453,3.3552387648539526,1968-04-02
Walk on Water,3.614058355437666,3016,3.3551987237223013,2004-02-05
Memoirs of an Invisible Man,3.465273816314889,7012,3.3543540379302326,1992-02-28
Vollidiot,3.8789830508474576,1475,3.3535607494138295,2007-04-11
A Very Long Engagement,3.50842865743528,4983,3.3531725004350035,2004-10-26
Magnolia,3.81377245508982,1670,3.352312764182857,1999-12-08
eXistenZ,3.907354001441961,1387,3.3521497811193735,1999-04-14
Frankenstein s Castle of Freaks,3.509729619008603,4882,3.352058627437073,1974-02-19
Blind Date,3.7336309523809526,2016,3.351967884802976,1987-03-27
Man of Marble,3.4358156418435817,9091,3.3513979285874576,1977-02-25
Alexander,3.7890981735159817,1752,3.351285342881436,2004-11-21
Gods and Monsters,3.407870404615726,13519,3.3511633976586706,1998-01-21
New York Doll,3.4161512027491407,11640,3.3504917900122533,2005-01-01
Adventures of Zatôichi,3.436550284189769,8621,3.3486456773275197,1964-12-30
Love in the Time of Cholera,3.9374511336982017,1279,3.3476518294685382,2007-10-04
Shower,3.763873473917869,1802,3.3468357286316395,1999-09-13
Grill Point,3.3673626373626373,36400,3.3467273774793935,2002-02-12
Wizards of the Lost Kingdom,4.012455516014235,1124,3.3461112762976826,1985-10-01
The Sea Inside,3.737323575535808,1913,3.3460036716148993,2004-09-03
Italian for Beginners,3.4000675472830983,13324,3.344324028808015,2000-12-07
Fahrenheit 9 11,3.390587941580327,16022,3.3442478736043326,2004-06-25
I Spy Returns,4.129766949152542,944,3.3440381837143267,1994-02-03
Extraordinary Illusions,3.9655172413793105,1189,3.3434425240641152,1903-01-01
The Heart of the World,3.612363636363636,2750,3.343424301176757,2000-09-07
Yankee Doodle Dandy,3.4610058889065733,6283,3.3433406279853775,1942-06-06
The Mist,3.732490784623486,1899,3.343285983475641,2007-11-21
Confidentially Yours,3.4038429955657743,12178,3.3431815523224797,1983-08-10
Men Without Women,3.97766323024055,1164,3.343138960815715,1930-02-08
To Be or Not to Be,3.416912738010386,9821,3.34208344486492,1942-03-05
Manderlay,3.6434172513413126,2423,3.341277827827109,2005-05-16
Basic Instinct 2,3.8199083169613623,1527,3.341035821320793,2006-03-29
Just Visiting,3.845296167247387,1435,3.339488851584044,2001-04-06
Kettle of Fish,3.6217374366965327,2567,3.339274130756243,2006-10-15
Romeo Must Die,3.4157833368666526,9434,3.3390192184043253,2000-03-20
Heathers,3.380818176535534,17209,3.3387837708757964,1988-10-01
After the Wedding,3.7441011235955055,1780,3.3384225134983194,2006-02-24
Daisy Miller,3.705927439959121,1957,3.3378903375077855,1974-05-22
Mr Destiny,3.932062966031483,1207,3.337234651907641,1990-10-12
Waqt The Race Against Time,3.9750889679715304,1124,3.3370160361400316,2005-04-22
Star Trek First Contact,3.7730042656916516,1641,3.3366776995574194,1996-11-21
4 Months 3 Weeks and 2 Days,3.4913119026933104,4604,3.3361743500317913,2007-08-24
Saw III,4.043607532210109,1009,3.3360736989622986,2006-10-27
Dragonslayer,3.663972286374134,2165,3.3353666239639916,1981-06-26
Manitou s Shoe,3.5971502590673574,2702,3.334706196405216,2001-07-11
The Reaping,3.688655672163918,2001,3.3345476908508838,2007-04-05
An American Tail,3.8109017496635262,1486,3.3344055286733276,1986-11-21
The Rules of Attraction,3.950920245398773,1141,3.3334065443357725,2002-10-11
Thawing Out,3.9172901080631752,1203,3.3329442709264687,2009-02-02
Teheran 43,3.4269798657718122,7450,3.332724707294307,1980-06-06
The Elementary Particles,3.485175495966863,4587,3.3323646980110184,2006-02-10
The Wanderers,3.5255878284923927,3615,3.3320212485493244,1979-07-13
Frankenstein Must Be Destroyed,3.850259451445515,1349,3.3318891244089035,1969-05-22
Monterey Pop,3.8092465753424656,1460,3.3314168217706484,1968-12-26
And Along Come Tourists,3.601675107128944,2567,3.330776902667542,2007-05-21
The Ghost of Frankenstein,3.767383059418458,1582,3.329853944538287,1942-03-13
99 francs,3.8751974723538702,1266,3.3294828882909866,2007-09-25
American Beauty,3.4308065226972233,6807,3.3293698209544345,1999-09-15
Under Siege 2 Dark Territory,3.5611729019211324,2967,3.328948837866431,1995-07-13
Brigham Young,3.5238636363636364,3520,3.3285341258215855,1940-09-27
Videodrome,3.432140700483092,6624,3.328408611722651,1983-02-04
Underworld,3.389824435686134,11164,3.328307976073315,2003-09-19
The Turkish Gambit,3.6571633924293243,2087,3.3282276110391766,2005-02-22
Swimming Pool,3.742874469375379,1649,3.327695545556397,2003-05-18
Shaft in Africa,3.374661481841539,14401,3.327233199124183,1973-06-14
Killing Zoe,3.522655577860625,3487,3.3270073131571505,1993-10-01
Indestructible Man,3.3812515003600865,12497,3.326736164024779,1956-03-24
The First Wives Club,4.012613521695258,991,3.3263852683926682,1996-09-20
Jönssonligans största kupp,3.731641791044776,1675,3.3261439118726663,1995-02-03
Only the Lonely,3.8540856031128405,1285,3.3259756950881894,1991-05-24
The Curse of Frankenstein,3.7676010430247717,1534,3.32574339704989,1957-05-02
Stolen Seas,3.7143268124280784,1738,3.325274791025543,2013-01-18
On Her Majesty s Secret Service,4.102416570771001,869,3.325083123610397,1969-12-12
They Live,3.9272970561998215,1121,3.324991906840478,1988-11-23
Moon 44,3.9565014031805426,1069,3.3249698982395546,1990-02-15
Cherry Blossoms,3.873675631621842,1227,3.324579022980732,2008-03-05
Love Is the Devil Study for a Portrait of Francis Bacon,3.3829509671614937,11115,3.322872012190422,1998-09-16
Shattered,3.7864583333333335,1440,3.322828783430102,1991-10-11
The Man Who Fell to Earth,3.5715616846813267,2683,3.3227840713132104,1976-03-18
Wings of Desire,3.4658871486805407,4661,3.3227268175415015,1987-01-01
Kevin Hart Laugh at My Pain,3.77315753887762,1479,3.3225089791842497,2011-09-09
Tuesdays with Morrie,3.813053097345133,1356,3.3222344533150725,1999-12-05
Jurassic Park,3.3444071212630164,29770,3.322070017607352,1993-06-11
Angel Face,3.8638593622240394,1223,3.3215681503747114,1952-12-10
Daydream Believers The Monkees Story,3.661605764282038,1943,3.321102974486359,2000-06-28
Soul Assassin,3.439220593493028,5594,3.3210097770293623,2001-08-23
The Machinist,3.619338768115942,2208,3.3205606390416076,2004-02-09
Rififi,3.4564401834097542,4798,3.319625732855042,1955-04-13
The Way of the Gun,3.4321115126484254,5811,3.3193268691092164,2000-09-08
A Kiss Before Dying,3.407200538358008,7430,3.3190989080436695,1991-04-26
Breakfast at Tiffany s,3.460884724340815,4589,3.3186114529231747,1961-10-05
Viva Zapata,3.4732461355529134,4205,3.3182668275169425,1952-02-07
The Unforgiven,4.053611738148984,886,3.318227465109694,1960-01-01
Hot Wheels Acceleracers Ignition,3.7974963181148746,1358,3.318082495504233,2005-01-08
Oldboy,4.110231425091352,821,3.3179226503400945,2003-01-01
Beowulf,3.691666666666667,1740,3.317889994208307,2007-11-05
Conquest of the Planet of the Apes,3.452336641852771,4836,3.317867494019957,1972-06-29
Leben nach Microsoft,4.044183445190156,894,3.317647260970746,2001-11-06
INLAND EMPIRE,3.6584340514976352,1903,3.3174608382166166,2006-09-06
Taxi,4.071012805587893,859,3.3170999475481158,1998-04-04
Peas at 5 30,3.735217673814165,1539,3.3162797352740894,2004-03-04
Madame Bovary,3.42760736196319,5705,3.3152337969830237,1991-04-03
Rio Sex Comedy,3.4929873772791025,3565,3.3141855062740744,2010-09-16
China Seas,3.812842599843383,1277,3.314050610314295,1935-08-16
Raiders of the Lost Ark,3.538339222614841,2830,3.313699461034099,1981-06-12
Crank,3.769618430525558,1389,3.31319584084694,2006-08-31
Mr Bean s Holiday,3.504067490207894,3319,3.313127150611707,2007-03-22
Match Point,3.9205967276227143,1039,3.3125601508311506,2005-10-26
The Sorcerer s Apprentice,3.899628252788104,1076,3.312545987064519,1978-03-01
Striped Trip,3.6213830308974986,2039,3.3121877985265034,1961-06-06
The Gift,3.416763969974979,5995,3.311817369075904,2000-12-22
Chimes at Midnight,3.500902255639098,3325,3.311751723424567,1965-12-22
Bride of Frankenstein,3.5605700712589075,2526,3.311683552890036,1935-04-21
Vampire s Kiss,3.962176165803109,965,3.311467805617529,1988-09-17
Gothika,3.876237623762376,1111,3.311364804483895,2003-11-21
Monster s Ball,3.8357082984073765,1193,3.3109312647621914,2001-11-11
The Redeemer Son of Satan,3.392145369284877,7677,3.310700455803294,1978-04-07
St Louis Blues,3.797033567525371,1281,3.3102271617004773,1958-04-07
A Song of Lisbon,3.7334921715452687,1469,3.3098598879034893,1933-11-07
The Last Samurai,3.373526698780363,9757,3.309775458967567,2003-12-05
Twilight,3.5767411865864145,2326,3.3095935687974563,2008-11-20
Roar,3.442495126705653,4617,3.308634493722868,1981-11-12
The Fifth Element,3.409031198686371,6090,3.3079438898649216,1997-05-07
Bollywood Hollywood,3.3556346289199968,12787,3.3075876278614955,2002-01-01
Nightwatch,3.7171581769436997,1492,3.306926200747611,1997-01-31
Delicatessen,3.72599451303155,1458,3.306711226561541,1991-04-17
Holy Matrimony,3.548118811881188,2525,3.3064186634690365,1994-04-08
The Third Man,3.3524774774774775,12876,3.3053655299201847,1949-08-31
Office Space,3.571586389748122,2263,3.304643665176389,1999-02-19
